Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
28011;4100151704;Ophthalmology in China;journal;10044469;0,114;Q4;7;23;103;417;9;98;0,04;18,13;-;0;0;China;Asiatic Region;Editorial Board of Ophthalmology in China;2006-2025;Ophthalmology (Q4);Medicine
28012;21000196009;Pamietnik Literacki;journal;27195376, 00310514;0,114;Q3;4;58;194;415;16;183;0,09;7,16;-;0;2;Poland;Eastern Europe;Institute of Literary Research Polish Academy of Sciences;2010-2024;Literature and Literary Theory (Q3);Arts and Humanities
28013;98352;Praktische Tierarzt;journal;0032681X;0,114;Q4;18;135;454;1579;17;265;0,03;11,70;-;0;10;Germany;Western Europe;Schluetersche GmbH und Co;1976, 1980, 1996-2024;Veterinary (miscellaneous) (Q4);Veterinary
28014;110699;Proceedings of the Coastal Engineering Conference;conference and proceedings;01613782;0,114;-;34;0;440;0;34;438;0,08;0,00;-;0;0;United States;Northern America;American Society of Civil Engineers (ASCE);1964, 1967, 1969-1971, 1973, 1975, 1977-1980, 1982-1983, 1985-1988, 1991, 1993, 1995-1998, 2003, 2005, 2007-2010, 2012, 2014, 2016, 2018, 2020, 2023;"Civil and Structural Engineering; Engineering (miscellaneous); Ocean Engineering; Oceanography";"Earth and Planetary Sciences; Engineering"
28015;21101190450;Proceedings of the International Workshop on Simulation for Energy, Sustainable Development and Environment, SESDE;conference and proceedings;27240061;0,114;-;2;0;15;0;9;14;0,60;0,00;-;0;0;Italy;Western Europe;Cal-Tek srl;2023;"Modeling and Simulation; Renewable Energy, Sustainability and the Environment";"Energy; Mathematics"
28016;21100907750;Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology;conference and proceedings;24146390;0,114;-;11;1267;2212;34637;408;2206;0,19;27,34;-;0;608;United States;Northern America;;2017-2024;"Education; Engineering (miscellaneous)";"Engineering; Social Sciences"
28017;101060;Proceedings of the Royal Society of Queensland;journal;0080469X;0,114;Q4;12;1;26;0;5;21;0,17;0,00;-;0;1;Australia;Pacific Region;Royal Society of Queensland;1978, 1982-1983, 1996, 1998-2000, 2002, 2004-2005, 2007-2011, 2013-2018, 2020-2024;"Agricultural and Biological Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Environmental Science"
28018;21100464632;Ramon Llull Journal of Applied Ethics;journal;2229578X, 20138393;0,114;Q3;7;8;43;334;13;43;0,40;41,75;-;0;4;Spain;Western Europe;Universitat Ramon Llull;2015-2019, 2021-2024;"Philosophy (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
28019;21101042997;Religion and Society in Central and Eastern Europe;journal;15539962;0,114;Q3;5;7;16;311;10;13;0,83;44,43;-;0;2;Croatia;Eastern Europe;International Study of Religion in Eastern and Central Europe Association;2019-2024;"Cultural Studies (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
28020;21101082209;Revista Brasileira de Ciencias Policiais;journal;23186917, 21780013;0,114;Q4;2;0;122;0;12;113;0,09;0,00;-;0;0;Brazil;Latin America;National Police Academy;2019-2023;"Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";Social Sciences
28021;14300154708;Revista Chilena de Anestesia;journal;07164076;0,114;Q4;6;100;403;2376;42;363;0,11;23,76;-;0;28;Chile;Latin America;Sociedad de Anestesiologia de Chile;2008-2024;Anesthesiology and Pain Medicine (Q4);Medicine
28022;21101152607;Revista de Historia (Costa Rica);journal;22154744;0,114;Q3;3;12;63;593;7;60;0,12;49,42;-;0;5;Costa Rica;Latin America;Universidad Nacional;2019-2024;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
28023;5200153010;Revista Espanola de Cirugia Oral y Maxilofacial;journal;11300558;0,114;Q4;9;18;100;283;16;90;0,16;15,72;-;0;2;Spain;Western Europe;Ediciones Ergon SA;2006-2024;"Oral Surgery (Q4); Otorhinolaryngology (Q4); Surgery (Q4)";"Dentistry; Medicine"
28024;21101033326;RiCognizioni;journal;23848987;0,114;Q3;3;12;71;398;9;67;0,17;33,17;-;0;2;Italy;Western Europe;Universita degli Studi di Torino, Dipartimento di Lingue e Letterature Straniere e Culture Moderne;2019-2024;"History (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
28025;21101154815;Rocznik Teologii Katolickiej;journal;16448855;0,114;Q3;2;0;43;0;8;42;0,23;0,00;-;0;0;Poland;Eastern Europe;Department of Catholic Theology, University of Bialystok;2019-2023;"History (Q3); Philosophy (Q3); Religious Studies (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
28026;19221;Romance Notes;journal;00357995;0,114;Q3;6;14;139;355;6;139;0,02;25,36;-;0;1;United States;Northern America;University of North Carolina at Chapel Hill;1975, 2002-2024;Literature and Literary Theory (Q3);Arts and Humanities
28027;5800223977;Slovo a Slovesnost;journal;00377031;0,114;Q4;8;16;48;729;8;37;0,18;45,56;-;0;0;Czech Republic;Eastern Europe;Czech Language Institute of the Academy of Sciences;2004-2024;Linguistics and Language (Q4);Social Sciences
28028;19900192125;Strategic Comments;journal;13567888;0,114;Q4;5;40;120;0;14;107;0,13;0,00;-;0;6;United Kingdom;Western Europe;Routledge;2001-2005, 2007-2025;Political Science and International Relations (Q4);Social Sciences
28029;21101000286;Studia Ceranea;journal;24498378, 2084140X;0,114;Q3;6;10;99;560;6;99;0,07;56,00;-;0;0;Poland;Eastern Europe;Lodz University Press;2011-2024;"Cultural Studies (Q3); History (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
28030;21100446532;Studia Mythologica Slavica;journal;1581128X, 14086271;0,114;Q3;4;9;30;370;5;30;0,16;41,11;-;0;1;Slovenia;Eastern Europe;Zalozba ZRC;2015-2024;"Cultural Studies (Q3); Anthropology (Q4)";Social Sciences
28031;21100205925;Studies in Logic, Grammar and Rhetoric;journal;0860150X;0,114;Q3;17;0;113;0;32;113;0,17;0,00;-;0;0;Poland;Eastern Europe;University of Bialystok;2011-2023;Philosophy (Q3);Arts and Humanities
28032;21101158559;Sudan Journal of Medical Sciences;journal;18585051;0,114;Q4;3;51;104;1479;20;90;0,19;29,00;-;0;27;United Arab Emirates;Middle East;Knowledge E;2022-2024;Medicine (miscellaneous) (Q4);Medicine
28033;21101265945;Suranaree Journal of Social Science;journal;2651088X;0,114;Q3;2;16;48;603;7;48;0,16;37,69;-;0;10;Thailand;Asiatic Region;Suranaree University of Technology;2020-2024;"Philosophy (Q3); Management Information Systems (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting; Social Sciences"
28034;21100900333;Token;journal;22995900, 23922087;0,114;Q4;4;0;56;0;4;55;0,09;0,00;-;0;0;Poland;Eastern Europe;Jan Kochanowski University Press;2012-2013, 2018-2023;"Communication (Q4); Linguistics and Language (Q4)";Social Sciences
28035;21101238426;Ukrainian Neurosurgical Journal;journal;26639092, 26639084;0,114;Q4;2;25;56;934;12;56;0,21;37,36;-;0;5;Ukraine;Eastern Europe;;2022-2024;"Cellular and Molecular Neuroscience (Q4); Critical Care and Intensive Care Medicine (Q4); Neurology (clinical) (Q4); Surgery (Q4)";"Medicine; Neuroscience"
28036;28895;Underwater Technology;journal;17560543, 17560551;0,114;Q4;21;0;4;0;1;3;0,00;0,00;-;0;0;United Kingdom;Western Europe;Society for Underwater Technology;1978-1981, 1985-1989, 2002, 2009-2021;Ocean Engineering (Q4);Engineering
28037;21101057019;University of Western Australia Law Review;journal;00420328;0,114;Q4;6;15;55;1230;20;54;0,20;82,00;-;0;9;Australia;Pacific Region;University of Western Australia, Law School;2019-2024;Law (Q4);Social Sciences
28038;23518;Zeitschrift der Deutschen Morgenlandischen Gesellschaft;journal;03410137;0,114;Q3;10;14;53;633;8;49;0,14;45,21;-;0;0;Germany;Western Europe;Harrassowitz Verlag;1975, 1985, 2002-2009, 2011-2018, 2021-2024;"Cultural Studies (Q3); History (Q3)";"Arts and Humanities; Social Sciences"
28039;28942;Zhuzao/Foundry;journal;10014977;0,114;Q4;14;241;700;4179;99;700;0,13;17,34;-;0;26;China;Asiatic Region;Chinese Mechanical Engineering Society;1987-1989, 1998, 2001-2024;"Instrumentation (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4)";"Materials Science; Physics and Astronomy"
28040;18677;Advances in Imaging and Electron Physics;book series;10765670;0,113;Q4;41;41;95;901;22;21;0,18;21,98;-;0;4;United States;Northern America;Academic Press Inc.;1994-2025;"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Nuclear and High Energy Physics (Q4)";"Engineering; Physics and Astronomy"
28041;12000154490;Agora;journal;15161498, 18094414;0,113;Q4;5;2;93;15;6;89;0,08;7,50;-;0;0;Brazil;Latin America;Instituto de Psicologia da Universidade Federal do Rio de Janeiro - UFRJ;2008-2024;"Psychiatry and Mental Health (Q4); Psychology (miscellaneous) (Q4)";"Medicine; Psychology"
28042;15600154702;Alpha;journal;07182201, 07164254;0,113;Q3;13;20;96;514;19;84;0,11;25,70;-;0;1;Chile;Latin America;Universidad de los Lagos;2008-2024;Arts and Humanities (miscellaneous) (Q3);Arts and Humanities
28043;21101254819;Althea Medical Journal;journal;23374330;0,113;Q4;3;39;120;992;23;120;0,13;25,44;-;0;23;Indonesia;Asiatic Region;;2020-2024;"Aging (Q4); Cardiology and Cardiovascular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
28044;21100235602;American Catholic Philosophical Quarterly;journal;21538441, 10513558;0,113;Q3;16;5;68;444;13;60;0,19;88,80;-;0;0;United States;Northern America;Philosophy Documentation Center;1996-2024;"Philosophy (Q3); Religious Studies (Q3)";Arts and Humanities
28045;5700164335;American Studies in Scandinavia;journal;00448060;0,113;Q3;5;18;32;342;7;26;0,33;19,00;-;0;2;Denmark;Western Europe;University Press of Southern Denmark;2002-2024;History (Q3);Arts and Humanities
28046;21101071122;Anales de Filologia Francesa;journal;02132958, 19894678;0,113;Q3;2;13;130;356;4;123;0,02;27,38;-;0;1;Spain;Western Europe;Universidad de Murcia;2019-2024;"Literature and Literary Theory (Q3); Education (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
28047;21101185531;Anthropological Researches and Studies;journal;23603445;0,113;Q4;1;29;44;1032;3;44;0,07;35,59;-;0;8;Romania;Eastern Europe;Romanian Academy Francisc I Rainer Institute of Anthropology;2022-2024;"Anthropology (Q4); Biological Psychiatry (Q4); Epidemiology (Q4); Experimental and Cognitive Psychology (Q4); Neuropsychology and Physiological Psychology (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Psychiatry and Mental Health (Q4)";"Health Professions; Medicine; Neuroscience; Psychology; Social Sciences"
28048;27718;Archiwum Medycyny Sadowej i Kryminologii;journal;16891716, 03248267;0,113;Q4;9;19;16;0;4;14;0,25;0,00;-;0;9;Poland;Eastern Europe;Polskie Towarzystwo Medycyny Sadowej i Kryminologii;1974-1983, 2002-2020, 2023-2024;"Law (Q4); Pathology and Forensic Medicine (Q4)";"Medicine; Social Sciences"
28049;22766;Asia Pacific Journal of Environmental Law;journal;18758258, 13852140;0,113;Q4;12;9;30;1249;10;25;0,33;138,78;-;0;6;Australia;Pacific Region;Edward Elgar Publishing Ltd.;1996-2002, 2004-2011, 2013-2024;Management, Monitoring, Policy and Law (Q4);Environmental Science
28050;18023;Atemwegs- und Lungenkrankheiten;journal;03413055;0,113;Q4;9;82;231;1521;18;197;0,07;18,55;-;0;44;Germany;Western Europe;Dustri-Verlag Dr. Karl Feistle;1978-2025;Pulmonary and Respiratory Medicine (Q4);Medicine
28051;21101102040;Baltic Worlds;journal;20017308, 20002955;0,113;Q3;5;11;137;428;14;102;0,08;38,91;-;0;1;Sweden;Western Europe;Sodertorn University Centre for Baltic and East European Studies;2019-2024;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
28052;21101214818;Bhutan Health Journal;journal;24132993, 24151114;0,113;Q4;1;15;16;242;1;13;0,06;16,13;-;0;6;Bhutan;Asiatic Region;;2023-2024;Medicine (miscellaneous) (Q4);Medicine
28053;16100154761;Biblische Zeitschrift;journal;00062014;0,113;Q3;7;18;44;1242;2;44;0,07;69,00;-;0;1;Germany;Western Europe;Verlag Ferdinand Schoeningh GmbH;2002-2025;Religious Studies (Q3);Arts and Humanities
28054;51712;Bogazici Journal;journal;13009583;0,113;Q4;7;0;27;0;4;27;0,07;0,00;-;0;0;Turkey;Middle East;Bogazici Universitesi;1993-1995, 2005-2023;"Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4)";Social Sciences
28055;21100915858;British and American Studies;journal;24577715, 12243086;0,113;Q3;2;23;87;500;9;87;0,08;21,74;-;0;4;Romania;Eastern Europe;Diacritic;2018-2024;"Literature and Literary Theory (Q3); Cultural Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
28056;19900191843;Cardiology Letters;journal;13383655, 13383760;0,113;Q4;7;38;103;785;6;86;0,07;20,66;-;0;17;Slovakia;Eastern Europe;Slovak Society of Cardiology;2011-2024;Cardiology and Cardiovascular Medicine (Q4);Medicine
28057;13234;Chinese Journal of Clinical Oncology;journal;10008179;0,113;Q4;12;197;546;5417;82;545;0,16;27,50;-;0;172;China;Asiatic Region;China Anti-Cancer Association;1986-1999, 2005-2024;"Cancer Research (Q4); Oncology (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
28058;21101206078;Clinical Review for General Practice;journal;27132552, 27825671;0,113;Q4;5;185;335;5104;48;310;0,13;27,59;-;0;88;Russian Federation;Eastern Europe;LLC MMA MediaMedika;2020-2024;"Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Immunology and Allergy (Q4); Medicine (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine"
28059;14924;Confinia Cephalalgica;journal;30350670, 11220279;0,113;Q4;5;17;64;509;11;53;0,24;29,94;-;0;1;Italy;Western Europe;Page Press Publications;1993-2024;"Neurology (Q4); Neurology (clinical) (Q4)";"Medicine; Neuroscience"
28060;5700191155;Confluencia;journal;08886091;0,113;Q3;6;36;147;847;10;139;0,07;23,53;-;0;2;United States;Northern America;Colorado State University;2002-2024;"Cultural Studies (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
28061;21100901783;Connections;journal;18121098, 18122973;0,113;Q4;6;20;77;611;16;70;0,09;30,55;-;0;6;Germany;Western Europe;Partnership for Peace Consortium of Defense Academies and Security Studies Institutes;2018-2025;"Computer Networks and Communications (Q4); Law (Q4); Political Science and International Relations (Q4); Safety Research (Q4); Safety, Risk, Reliability and Quality (Q4)";"Computer Science; Engineering; Social Sciences"
28062;29860;Consultant;journal;00107069;0,113;Q4;6;59;345;727;22;262;0,06;12,32;-;0;8;United States;Northern America;Cliggott Publishing Co.;1987-1991, 1996-2025;Medicine (miscellaneous) (Q4);Medicine
28063;21100224428;Dacoromania;journal;15824438;0,113;Q3;3;13;39;483;1;35;0,00;37,15;-;0;0;Romania;Eastern Europe;Editura Academiei Romane;2011-2024;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
28064;21101140511;Diabetologie;journal;27317447, 27317455;0,113;Q4;12;126;371;3611;39;246;0,07;28,66;-;0;105;Germany;Western Europe;Springer Medizin;2022-2025;Endocrinology, Diabetes and Metabolism (Q4);Medicine
28065;21100416319;Digithum;journal;15752275;0,113;Q3;7;0;32;0;5;31;0,00;0,00;-;0;0;Spain;Western Europe;Universitat Oberta de Catalunya;2015-2023;"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
28066;21475;East Central Europe;journal;00943037, 18763308;0,113;Q3;11;14;43;792;7;42;0,13;56,57;-;0;4;Netherlands;Western Europe;Brill Academic Publishers;1975-1983, 1985-1987, 1989-1990, 1992-1993, 1999-2006, 2009-2024;"Cultural Studies (Q3); History (Q3); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
28067;21100901833;Encounters in Theory and History of Education;journal;25608371;0,113;Q3;4;13;29;586;5;25;0,14;45,08;-;0;6;Canada;Northern America;Queens University;2018-2024;"History (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
28068;29974;Exploration and Research for Atomic Minerals;journal;09709231;0,113;Q4;14;0;17;0;2;17;0,00;0,00;-;0;0;India;Asiatic Region;Atomic Minerals Directorate for Exploration and Research;1990, 1994-1999, 2001-2002, 2004, 2007-2014, 2016, 2020-2021;Economic Geology (Q4);Earth and Planetary Sciences
28069;16800154730;Filosoficky Casopis;journal;00151831;0,113;Q3;6;51;189;647;10;137;0,07;12,69;-;0;6;Czech Republic;Eastern Europe;Czech Academy of Sciences;2002-2024;Religious Studies (Q3);Arts and Humanities
28070;28057;Gazi Medical Journal;journal;21472092;0,113;Q4;9;79;326;1972;44;326;0,12;24,96;-;0;24;Turkey;Middle East;Galenos Publishing House;1992-2025;Medicine (miscellaneous) (Q4);Medicine
28071;21100401127;Global Journal of Comparative Law;journal;2211906X, 22119051;0,113;Q4;8;16;39;1437;10;38;0,26;89,81;-;0;6;Netherlands;Western Europe;Brill Academic Publishers;2012-2024;Law (Q4);Social Sciences
28072;21101158857;Hematology in Clinical Practice;journal;27202690, 27201015;0,113;Q4;5;5;68;94;8;66;0,10;18,80;-;0;4;Poland;Eastern Europe;Via Medica;2021-2024;"Hematology (Q4); Oncology (Q4)";Medicine
28073;13735;Indian Journal of Otology;journal;22499520, 09717749;0,113;Q4;13;47;181;857;24;180;0,10;18,23;-;0;7;India;Asiatic Region;Wolters Kluwer Medknow Publications;1999-2024;Otorhinolaryngology (Q4);Medicine
28074;21100258851;International Journal of Interdisciplinary Global Studies;journal;2324755X, 23247568;0,113;Q4;5;10;33;502;14;33;0,50;50,20;-;0;7;United States;Northern America;Common Ground Research Networks;2013-2025;Social Sciences (miscellaneous) (Q4);Social Sciences
28075;6700153285;International Journal of Mobile Network Design and Innovation;journal;17442869, 17442850;0,113;Q4;12;12;20;262;5;20;0,15;21,83;-;0;5;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2005-2007, 2009-2024;"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Management Information Systems (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science"
28076;21100932833;International Journal of Space Science and Engineering;journal;20488459, 20488467;0,113;Q4;3;4;10;222;3;10;0,00;55,50;-;0;1;United Kingdom;Western Europe;Inderscience Enterprises Ltd;2019-2021, 2023-2025;"Aerospace Engineering (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4); Space and Planetary Science (Q4)";"Computer Science; Earth and Planetary Sciences; Engineering"
28077;19700170139;International Research in Children's Literature;journal;17556198, 17556201;0,113;Q3;11;25;78;708;20;67;0,21;28,32;-;0;6;United Kingdom;Western Europe;Edinburgh University Press;2008-2024;Literature and Literary Theory (Q3);Arts and Humanities
28078;21100924420;Jerusalem Review of Legal Studies;journal;22197117, 22197125;0,113;Q4;9;8;84;368;15;77;0,21;46,00;-;0;0;United States;Northern America;Oxford University Press;2010-2024;Law (Q4);Social Sciences
28079;21101042995;Jordan Journal for History and Archaeology;journal;19969546;0,113;Q3;2;25;61;1500;8;61;0,15;60,00;-;0;5;Jordan;Middle East;Deanship of Academic Research, The University of Jordan;2019-2024;"History (Q3); Archeology (arts and humanities) (Q4)";Arts and Humanities
28080;21101181993;Journal d'imagerie Diagnostique et Interventionnelle;journal;25433431, 2543344X;0,113;Q4;2;58;258;769;13;248;0,06;13,26;-;0;13;France;Western Europe;Elsevier Masson s.r.l.;2021-2025;Radiology, Nuclear Medicine and Imaging (Q4);Medicine
28081;19700175233;Journal for the Liberal Arts and Sciences;journal;21673756;0,113;Q4;4;0;33;0;6;31;0,28;0,00;-;0;0;United States;Northern America;School of Education,Oakland City University;2009-2017, 2019-2021, 2023;"Arts and Humanities (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
28082;21101264207;Journal of Advanced Research Design;journal;22897984;0,113;Q4;2;71;36;2145;11;36;0,33;30,21;-;0;37;Malaysia;Asiatic Region;Penerbit Akademia Baru;2021-2025;Computer Science (miscellaneous) (Q4);Computer Science
28083;66743;Journal of Chinese Medicine;journal;01438042;0,113;Q4;10;25;86;599;5;76;0,04;23,96;-;0;3;United Kingdom;Western Europe;Journal of Chinese Medicine;2001-2025;Complementary and Alternative Medicine (Q4);Medicine
28084;21101206083;Journal of Contemporary Orthodontics;journal;25820478;0,113;Q4;3;83;132;1687;11;126;0,08;20,33;-;0;4;India;Asiatic Region;IP Innovative Publication Pvt. Ltd.;2020-2025;Orthodontics (Q4);Dentistry
28085;18613;Journal of insurance medicine (New York, N.Y.);journal;07436661;0,113;Q4;23;24;28;0;6;27;0,25;0,00;-;0;12;United States;Northern America;American Academy of Insurance Medicine;1991-2014, 2016-2019, 2021-2024;Medicine (miscellaneous) (Q4);Medicine
28086;21100255732;Journal of Language, Literature and Culture;journal;20512864, 20512856;0,113;Q3;5;6;34;242;7;34;0,17;40,33;-;0;1;United Kingdom;Western Europe;Maney Publishing;2013-2024;"Cultural Studies (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
28087;21101085239;Journal of Management and Business Research;journal;25214306;0,113;Q4;3;22;57;1649;9;55;0,18;74,95;-;0;7;Taiwan;Asiatic Region;Chinese Management Association;2019-2024;"Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
28088;21101176794;Journal of Molecular Science;journal;10009035;0,113;Q4;4;60;158;2248;28;158;0,19;37,47;-;0;16;China;Asiatic Region;Department of Chemistry, Northeast Normal University;2019-2024;"Chemistry (miscellaneous) (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";Chemistry
28089;21100890298;Journal of the Australasian Tax Teachers Association;journal;1832911X;0,113;Q4;5;0;23;0;6;20;0,13;0,00;-;0;0;Australia;Pacific Region;Australasian Tax Teachers' Association;2018-2023;"Accounting (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
28090;21100945717;Journal of the Ottoman and Turkish Studies Association;journal;23760702, 23760699;0,113;Q3;5;11;132;1039;33;118;0,13;94,45;-;0;0;United States;Northern America;Indiana University Press;2019-2024;"Cultural Studies (Q3); History (Q3); Religious Studies (Q3); Anthropology (Q4); Law (Q4)";"Arts and Humanities; Social Sciences"
28091;19900192171;Junctures - The Journal for Thematic Dialogue;journal;11765119, 11798912;0,113;Q3;3;6;20;317;2;17;0,10;52,83;-;0;2;New Zealand;Pacific Region;Otago Polytechnic;2009-2012, 2015-2020, 2022-2024;"Cultural Studies (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3)";"Arts and Humanities; Social Sciences"
28092;24268;Korean Studies;journal;0145840X, 15291529;0,113;Q3;7;17;41;1473;5;37;0,13;86,65;-;0;7;United States;Northern America;University of Hawaii Press;1991-1998, 2017-2024;"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Anthropology (Q4); Geography, Planning and Development (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
28093;21100838825;Lectora;journal;11365781, 20139470;0,113;Q3;4;19;66;590;10;65;0,20;31,05;-;0;11;Spain;Western Europe;Centre for Women and Literature. Gender, sexualities and cultural criticism;2017-2024;"Cultural Studies (Q3); Philosophy (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
28094;12361;Libri Oncologici;journal;03008142;0,113;Q4;4;6;61;174;4;60;0,10;29,00;-;0;5;Croatia;Eastern Europe;University Hospital for Tumors;1972-1978, 1988-1999, 2001-2024;Oncology (Q4);Medicine
